#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
COUNCIL_ELECTIVE_DESC;Council Elective is a special form of succession that can only be enabled by enacting certain laws. The ruler and each council member can nominate a successor from among the direct vassals and legitimate children and siblings of the ruler. All council members have a vote, regardless if they are landed or not. In this form of elective succession there are no elector titles, instead the ruler and the council members each get one vote. Council Elective Succession is very popular with the vassals.;Le Conseil électif est une forme spéciale de succession qui peut uniquement être possible en promulguant certaines lois. Le souverain et chaque membre du Conseil peuvent nommer un successeur parmi les vassaux directs, les enfants légitimes, ainsi que les frères et sœurs du souverain. Tous les membres du Conseil, avec ou sans terre, peuvent voter. Dans cette forme de succession élective, il n'y a pas de titres d’électeurs, le souverain et les membres du Conseil ayant chacun droit à une voix. La succession par Conseil électif est très appréciée des vassaux.;Die Ratswahl ist eine spezielle Form der Nachfolge, die nur durch entsprechende Gesetze erwirkt werden kann. Der Herrscher und jedes Ratsmitglied kann einen Nachfolger von den direkten Vasallen und legitimen Kindern und Geschwistern des Herrschers nominieren. Alle Ratsmitglieder haben eine Stimme. In dieser Art von gewählter Nachfolge gibt es keine Wahlvertreter, stattdessen haben Herrscher und Ratsmitglieder jeweils eine Stimme. Diese Art der Nachfolgeregelung ist unter Vasallen sehr beliebt.;;El Consejo Electivo es una forma especial de sucesión que solo puede ser habilitada decretando ciertas leyes. El gobernante y cada miembro del Consejo puede presentar a un sucesor entre de los vasallos directos, hijos legítimos y hermanos del gobernante. Todos los miembros del Consejo tienen un voto, tengan tierras o no. En esta forma de sucesión electiva no hay títulos de elector, sino que gobernante y miembros del Consejo tiene cada uno un voto. El Consejo Electivo de Sucesión es muy popular entre los vasallos.;;;;;;;;;x
IS_POWERFUL_VASSAL_TRIGGER;$CHAR$ is a powerful vassal.\n;$CHAR$ est un puissant vassal.\n;$CHAR$ ist ein sehr mächtiger Vasall.\n;;$CHAR$ es un vasallo poderoso.\n;;;;;;;;;x
IS_NOT_POWERFUL_VASSAL_TRIGGER;$CHAR$ is not a powerful vassal.\n;$CHAR$ n'est pas un puissant vassal.\n;$CHAR$ ist kein sehr mächtiger Vasall.\n;;$CHAR$ no es un vasallo poderoso.\n;;;;;;;;;x
CANNOT_JOIN_FACTION_COUNCIL_CONTENT;§RAs you are on the Council and the Council gets to vote on War Declarations, you can only create or join factions while the Council is Discontent.§!;§RPuisque vous siégez au Conseil et que ce dernier est amené à voter les déclarations de guerre, vous ne pouvez créer ou rejoindre des factions que lorsque le Conseil est insatisfait.§!;Da Ihr dem Rat angehört und der Rat zu Kriegserklärungen abstimmen darf, könnt Ihr aktuell keine Fraktionen gründen oder ihnen beitreten, solange der Rat nicht unzufrieden ist.;;Mientras estés en el Consejo y el Consejo pueda votar sobre Declaraciones de guerra, solo podrás crear o unirte a facciones mientras el Consejo esté Descontento.;;;;;;;;;x
INTERACTION_REQUIRES_NOT_IS_IN_PRISON;§Y[Recipient.GetTitledFirstName]§! is not Imprisoned;§Y[Recipient.GetTitledFirstName]§! n'est pas en prison;§Y[Recipient.GetTitledFirstName]§! ist mitnichten unfähig;;§Y[Recipient.GetTitledFirstName]§! no será encarcelado;;;;;;;;;x
INTERACTION_REQUIRES_RECIPIENT_NOT_INCAPABLE;§Y[Recipient.GetTitledFirstName]§! Is not incapable;§Y[Recipient.GetTitledFirstName]§! n'est pas incapable;§Y[Recipient.GetTitledFirstName]§! befindet sich nicht in Gefangenschaft;;§Y[Recipient.GetTitledFirstName]§! no es incapaz;;;;;;;;;x
INSULT_SCARECROW;scarecrow;de cafard[Root.GetNoneE];[Root.GetStrohmannVogelscheuche];;espantapájaros;;;;;;;;;x # male female child - (bad_priest)
INSULT_LOVER_OF_HEATHENS;lover of heathens;de fo[Root.GetLLle] ami[Root.GetNoneE] des infidèles;Liebhaber[Root.GetinFemale] von Ketzern;;amigo de infieles;;;;;;;;;x # male female - (sympathy_)
INSULT_UNPRINCIPLED;unprincipled;sans principes;gewissenlose[Root.GetrMale];;inmoral;;;;;;;;;x # male female - (sympathy_)
INSULT_STUPID;stupid;sans cervelle;dumme[Root.GetrMale];;estúpido;;;;;;;;;x # child - 
INSULT_LAZY;lazy;paresseu[Root.GetXSe];faule[Root.GetrMale];;perezoso;;;;;;;;;x # child - decadent slothful
INSULT_FARTMASTER;fartmaster;pétomane;furzende[Root.GetrMale];;pedorro;;;;;;;;;x # child - decadent
INSULT_JUNGLE_SNAKE;jungle snake;de drago[Root.GetNNne] de la jungle;Dschungel[Root.GetBewohnerNatter];;serpiente de la selva;;;;;;;;;x # male female - jungle_terrain_leader
INSULT_SNEAKING;sneaking;poltro[Root.GetNNne];heimlichtuende[Root.GetrMale];;soplón;;;;;;;;;x # male female - in_hiding
COMPL_ARCHITECT;architect;architecte;Architekt[Root.GetinFemale];;arquitecto;;;;;;;;;x # male female - architect
INSULT_SCHEMING;scheming;machiavélique;intrigante[Root.GetrMale];;liante;;;;;;;;;x # male female - (schemer)
INSULT_BLABBERER;blabberer;de jaseu[Root.GetRSe];Schwätzer[Root.GetinFemale];;balbuceante;;;;;;;;;x # male female - socializer
INSULT_SILLY;silly;ridicule;törichte[Root.GetrMale];;tonto;;;;;;;;;x # child - eunuch socializer
INSULT_INSTIGATOR;instigator;de vil[Root.GetNoneE] intrigant[Root.GetNoneE];Unruhestifter[Root.GetinFemale];;instigador;;;;;;;;;x # male female - schemer
INSULT_BOOKWORM;bookworm;de rat[Root.GetNoneE] de bibliothèque;[Root.GetBücherwurmLeseratte];;ratón de biblioteca;;;;;;;;;x # male female - scholar theologian physician
INSULT_SQUINTEYED;squint-eyed;bigle;schielende[Root.GetrMale];;bizco;;;;;;;;;x # male female - scholar theologian physician
INSULT_UPSTART;upstart;de parvenu[Root.GetNoneE];Neureiche[Root.GetrMale];;advenedizo;;;;;;;;;x # male female - adventurer
INSULT_PEABRAIN;peabrain;de crétin[Root.GetNoneE] fini[Root.GetNoneE];[Root.GetHohlkopfPflaume];;cabeza de chorlito;;;;;;;;;x # child - adventurer heresiarch imbecile homosexual
INSULT_HAYBRAIN;haybrain;de tête de linotte;[Root.GetStrohkopfHohlbirne];;cabeza hueca;;;;;;;;;x # child - hedonist
INSULT_CRUMMY;crummy;minable;lausige[Root.GetrMale];;cutre;;;;;;;;;x # child - adventurer (bad_priest)
COMPL_CONQUEROR;conqueror;conquérant[Root.GetNoneE];Eroberer[GetinFemale];;conquistador;;;;;;;;;x # male female - adventurer
COMPL_AUDACIOUS;audacious;intrépide;waghalsige[Root.GetrMale];;audaz;;;;;;;;;x # male female - adventurer
INSULT_GRABBING;grabbing;sans scrupules;aufsehenheischende[Root.GetrMale];;pulpo;;;;;;;;;x # male female - adventurer
INSULT_BRAT;brat;de sale enfant gâté[Root.GetNoneE];[Root.GetBengelGöre];;mocoso;;;;;;;;;x # male female - haughty
INSULT_ARROGANT;arrogant;plein[Root.GetNoneE] de morgue;arrogante[Root.GetrMale];;arrogante;;;;;;;;;x # male female - haughty
INSULT_GROUCHY;grouchy;acariâtre;griesgrämige[Root.GetrMale];;cascarrabias;;;;;;;;;x # child - paranoid haughty
INSULT_CLINGY;clingy;collant[Root.GetNoneE];anhängliche[Root.GetrMale];;agarrado;;;;;;;;;x # male female - affectionate
INSULT_FLOPPY;floppy;débile;energielose[Root.GetrMale];;flojo;;;;;;;;;x # child - affectionate
INSULT_TICK;tick;de flagorneu[Root.GetRSe];[Root.GetBlutsaugerZecke];;rezongón;;;;;;;;;x # male female - affectionate
INSULT_CREEPY;creepy;effrayant[Root.GetNoneE];unheimliche[Root.GetrMale];;repulsivo;;;;;;;;;x # male female timid brooding \ lustful child
INSULT_RUFFIAN;ruffian;de polisso[Root.GetNNne];Raufbold[Root.GetinFemale];;bruto;;;;;;;;;x # male female - rowdy
INSULT_MONGREL;mongrel;de bâtard[Root.GetNoneE];Bastard;;chucho;;;;;;;;;x #UNUSED
INSULT_CRAZY;crazy;f[Root.GetOuOlle];verrückte[Root.GetrMale];;loco;;;;;;;;;x # child - lunatic homosexual hedonist berserker rowdy
INSULT_WILD;wild;sauvage;ungezügelte[Root.GetrMale];;salvaje;;;;;;;;;x # male female - rowdy
COMPL_CLEVER;clever;sagace;schlaue[Root.GetrMale];;inteligente;;;;;;;;;x # male female child - genius...
COMPL_LOVELY;lovely;adorable;liebliche[Root.GetrMale];;encantador;;;;;;;;;x # male female - playful
INSULT_SCURRYING;scurrying;apathique;wuselnd;;huidizo;;;;;;;;;x #UNUSED
INSULT_WORM;worm;de larve;[Root.GetWurmMade];;gusano;;;;;;;;;x #male female - idolizer
INSULT_DESERT_RAT;desert rat;de rat[Root.GetNoneE] du désert;[Root.GetWüstenkäferWüstenratte];;rata del desierto;;;;;;;;;x #male female - desert_terrain_leader
INSULT_FANATIC;fanatic;de fanatique;Fanatiker[Root.GetinFemale];;fanático;;;;;;;;;x # male female - (religious warriors)
INSULT_TROLL;troll;de cancre;Troll[Root.GetinFemale];;duende;;;;;;;;;x # inbred lustful cruel berserker haughty child \ ugly female
INSULT_UGLY;ugly;horrible;hässliche[Root.GetrMale];;feo;;;;;;;;;x # child - syphilitic leper ugly inbred
INSULT_TWOFACED;two-faced;hypocrite;hinterlistige[Root.GetrMale];;falsario;;;;;;;;;x # male female - (diplomacy)
INSULT_MISERLY;miserly;pingre;erbärmliche[Root.GetrMale];;mezquino;;;;;;;;;x # male female - (stewardship)
COMPL_ELOQUENT;eloquent;éloquent[Root.GetNoneE];redegewandte[Root.GetrMale];;elocuente;;;;;;;;;x # male female - (diplomacy)
COMPL_NICE;nice;agréable;nette[Root.GetrMale];;agradable;;;;;;;;;x # shy gregarious just child (diplomacy) \ lustful female
COMPL_THRIFTY;thrifty;économe;sparsame[Root.GetrMale];;ahorrativo;;;;;;;;;x # male female - (stewardship)
INSULT_GROVELING;groveling;servile;anbiedernde[Root.GetrMale];;postrante;;;;;;;;;x # male female - humble
INSULT_DEVIL;devil;de démon[Root.GetNoneE];Teufel[Root.GetinFemale];;diablo;;;;;;;;;x # child - cynical mystic excommunicated possessed
INSULT_GRUMBLER;grumbler;de grognard[Root.GetNoneE];Nörgler[Root.GetinFemale];;gruñón;;;;;;;;;x # male female - depressed
INSULT_SYPHILITIC;syphilitic;syphilitique;syphilitische[Root.GetrMale];;sifilítico;;;;;;;;;x # male female - syphilitic
INSULT_DECAYING;decaying;en décomposition;schwindsüchtige[Root.GetrMale];;decadente;;;;;;;;;x # male female - has_bubonic_plague
INSULT_SMELLY;smelly;fétide;stinkende[Root.GetrMale];;hediondo;;;;;;;;;x # male female child - has_typhus has_bubonic_plague
INSULT_RENEGADE;renegade;de renégat[Root.GetNoneE];Renegat[Root.GetinFemale];;renegado;;;;;;;;;x # male female - excommunicated
INSULT_GODLESS;godless;impie;gottlose[Root.GetrMale];;ateo;;;;;;;;;x # male female - excommunicated mystic
COMPL_PRETTY;pretty;magnifique;hübsche[Root.GetrMale];;hermoso;;;;;;;;;x # child - fair
COMPL_SMARTY;smarty;génie;Schlaumeier[GetinFemale];;sabelotodo;;;;;;;;;x # child - genius mystic scholar arbitrary
INSULT_FRIGID;frigid;frigide;gefühlskalte;;frígido;;;;;;;;;x # female - celibate
INSULT_UNMANLY;unmanly;indigne d'un homme;unmännlicher;;afeminado;;;;;;;;;x # male - celibate
COMPL_VIRTUOUS;virtuous;vertueu[Root.GetXSe];tugendhafte[Root.GetrMale];;virtuoso;;;;;;;;;x # male female - celibate
INSULT_TREEHUGGER;treehugger;de fanatique des plantes;Umweltapostel[Root.GetinFemale];;ecologista fanático;;;;;;;;;x # male female - gardener
INSULT_WEIRD;weird;étrange;seltsame[Root.GetrMale];;extraño;;;;;;;;;x # child - mystic
INSULT_DRIVELING;driveling;radoteu[Root.GetRSe];sabbernde[Root.GetrMale];;necio;;;;;;;;;x # male female - (ecclesiastical)
COMPL_BLADEMASTER;blademaster;fine lame;Schwertmeister;;maestro de la espada;;;;;;;;;x # male - duelist
COMPL_CHAMPION;champion;championne;Schwertmeisterin;;campeón;;;;;;;;;x # female - duelist
COMPL_HUNTMASTER;huntmaster;maître-chasse;Jagdmeister;;cazador;;;;;;;;;x # male - hunter
INSULT_FLABBY;flabby;glouto[Root.GetNNne];schwabbelige[Root.GetrMale];;flácido;;;;;;;;;x # child - gluttonous
INSULT_MEANIE;meanie;de mauvais[Root.GetNoneE];[Root.GetFieslingVettel];;abusón;;;;;;;;;x # child - wroth
INSULT_DONKEY;donkey;d'âne bâté;[Root.GetEselZuchtstute];;burro;;;;;;;;;x # child - patient
INSULT_WICKED;wicked;perfide;ruchlose[Root.GetrMale];;perverso;;;;;;;;;x # child - impaler deceitful ambitious arbitrary cruel
COMPL_HERO;hero;héroïque;heldenhafte[Root.GetrMale];;héroe;;;;;;;;;x # child - gregarious
INSULT_SPINELESS;spineless;sans caractère;rückgratlose[Root.GetrMale];;sumiso;;;;;;;;;x # male female - content
INSULT_NASTY;nasty;infâme;ekelhafte[Root.GetrMale];;repugnante;;;;;;;;;x # child - zealous
EVTDESCHL1;[FromFrom.GetTitledName] has decided to abandon nomadic life and settle down in [FromFrom.PrimaryTitle.GetName] with [FromFrom.GetHerHis] followers, making it a new homeland for the [FromFrom.Culture.GetName] people.;[FromFrom.GetTitledName] a choisi d'abandonner sa vie nomade et de s'installer en [FromFrom.PrimaryTitle.GetName] avec ses suivants, instaurant une nouvelle patrie pour le peuple [FromFrom.GetCultureMasc].;[FromFrom.GetTitledName] hat beschlossen, dem Nomadenleben zu entsagen und sich in [FromFrom.PrimaryTitle.GetName] mit den Gefolgsleuten niederzulassen, somit dem Volke von der [FromFrom.Culture.GetName]en Kultur eine neue Heimat zu schaffen.;;[FromFrom.GetTitledName] ha decidido abandonar la vida nómada y establecerse en [FromFrom.PrimaryTitle.GetName] con [FromFrom.GetHerHis] seguidores, convirtiéndose en la nueva patria para el pueblo [FromFrom.Culture.GetName].;;;;;;;;;x
FORM_NON_AGGRESSION_PACT_INTERACTION_TITLE;Offer Non-Aggression Pact;Proposer un pacte de non-agression;Nichtangriffspakt verhandeln;;Negociar el pacto de No agresión;;;;;;;;;x
malcontent_desc;A Malcontent councillor is unhappy with the current state of affairs in the realm. They are a troublesome force on the council and will always oppose the will of the ruler unless they directly stand to gain power.;Le conseiller mécontent est insatisfait de l'état actuel des choses au sein du pays. Il s'opposera toujours à la volonté du seigneur lige, sauf si cela peut lui permettre d'augmenter son propre pouvoir.;Ein Querulant als Ratsherr ist mit der Lage der Dinge im Reich unzufrieden. Solche Ratsherrn sind eine Belastung für den Rat und sprechen sich bei jeder Gelegenheit gegen die Pläne des Herrschers aus, es sei denn, es geht um die eigene Beförderung.;;Un consejero descontento es infeliz con la situación actual en el reino. Son una fuerza molesta en el consejo y siempre se opondrán siempre la voluntad del gobernante a menos que les lleve a conseguir poder.;;;;;;;;;x
zealot_desc;A Zealot councillor will strive towards bringing religion to the forefront of the realm's political agenda. If religious war targets are available this councillor might oppose wars against other targets. The councillor will also be more inclined to accept hostile action against heathen and heretic characters.;Le conseiller fanatique s'efforcera d'inscrire dans les projets politiques du pays les sujets d'ordre religieux. S'il existe une cible pour une guerre religieuse, il pourrait s'opposer aux guerres contre d'autres cibles. Il sera par ailleurs davantage enclin à accepter des actions hostiles contre les infidèles et les hérétiques.;Ein Eiferer versucht, als Ratsherr religiöse Ziele in den Mittelpunkt der Politik zu rücken. Wenn religiös motivierte Kriege möglich sind, wird er andere Kriege ablehnen. Ein solcher Ratsherr hat gegenüber Andersgläubigen eine größere Bereitschaft, feindseligen Aktionen zuzustimmen.;;Un consejero fanático se esforzará en poner la religión al frente de la agenda política del reino. Si hay objetivos de guerra religiosa disponibles, este consejero puede oponerse guerras contra otros objetivos. El consejero también estará más inclinado a aceptar acciones hostiles contra personajes paganos y herejes.;;;;;;;;;x
robust;Brawny;Robuste;Muskulös;;Musculoso;;;;;;;;;x
feeble;Frail;Frêle;Gebrechlich;;Frágil;;;;;;;;;x
robust_desc;This character is physically brawny.;Ce personnage est doté d'une solide musculature.;Dieser Charakter ist ziemlich muskulös.;;Este personaje es físicamente musculoso.;;;;;;;;;x
feeble_desc;This character is physically frail.;Ce personnage a un corps frêle.;Dieser Charakter ist ziemlich gebrechlich.;;Este personaje es físicamente frágil.;;;;;;;;;x
weak_desc;This character has been cursed with a weak physique.;Ce personnage a une constitution fragile.;Dieser Charakter ist mit einem schwachen Körperbau gezeichnet.;;Este personaje ha sido maldito con una constitución débil.;;;;;;;;;x
shrewd;Shrewd;Ruse;Gerissen;;Juicioso;;;;;;;;;x
shrewd_desc;This character has developed a sharp and astute mind.;Ce personnage a l'esprit vif et aiguisé.;Dieser Charakter hat einen scharfen und listigen Verstand.;;Este personaje ha desarrollado una mente afilada y astuta.;;;;;;;;;x
